racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","1st",,"El Poppochapo (IRE)","0","Crawford, S R B","6","Jacob, Daryl","0","154","9",,"0","5 mins 46.38s","346.38",,"0","21","1","National Hunt","11.5","3.85","2","2","4500","81","Novices Hurdle","tracked leader, led 4 out, ridden out","4","None","Left Handed","CkPc","20","7","Conduit (IRE)","Flat","4547",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","2nd","1.25","Champagnesocialist (IRE)","0","McConnell, John C","7","Hayes, Brian","0","154","1.2","(Fav)","0","5 mins 46.38s","346.38","1.25","0","21","2","National Hunt","2.1572595373545593","1.4121022827622616","2","2","4500","81","Novices Hurdle","close up, went 2nd after 3rd, ridden and every chance 2 out, switched left approaching next, kept on one pace","3","None","Left Handed",,"48","7","Fame And Glory","Flat","2095",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","3rd","27","Our Pink Lady (IRE)","0","Crawford, S R B","5","Connor, Mr S","7","147","6.5",,"0","5 mins 46.38s","346.38","28.25","0","21","3","National Hunt","9.180012520364324","3.1270047853572764","2","2","4500","81","Novices Hurdle","keen led, headed 2nd, tracked leaders, ridden 3 out, weakened next, tailed off","7","None","Left Handed"," TT","42","3","Westerner","Flat","1047",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","4th","20","Bowland Belle","0","Menzies, Rebecca","6","Moscrop, Nathan","0","154","80",,"0","5 mins 46.38s","346.38","48.25","0","21","4","National Hunt","252.419258179","60","2","2","4500","81","Novices Hurdle","in rear, pushed along and headway 4 out, ridden and weakened approaching 2 out, tailed off","2","None","Left Handed",,"14","2","Black Sam Bellamy (IRE)","Flat","524",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","5th","11","Nairobi Girl (IRE)","0","Murtagh, Barry","7","Quinlan, Sean","0","154","150",,"0","5 mins 46.38s","346.38","59.25","0","21","5","National Hunt","1000","300.50248392614446","2","2","4500","81","Novices Hurdle","tracked leaders, pushed along and outpaced before 3 out, tailed off","5","None","Left Handed","CkPc","38","4","Sans Frontieres (IRE)","Flat","0",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","6th","5.5","Not In Kansas","0","Alexander, N W","6","Lynn, Bruce","3","151","50",,"0","5 mins 46.38s","346.38","64.75","0","21","6","National Hunt","218.673992114","46","2","2","4500","81","Novices Hurdle","prominent, led 2nd, headed 4 out, weakened next, tailed off","6","None","Left Handed"," TT","247","1","Gentlewave (IRE)","Flat","0",
"2023-01-09","13:10:00","Ayr","Racing TV EBF Mares National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","4547","Heavy","7","F",,"Aubis Walk (FR)","0","Richards, N G","7","Hughes, Brian","0","154","1.5",,"106","5 mins 46.38s","346.38",,"0","21","F","National Hunt","2.984036470640859","1.51","2","2","4500","81","Novices Hurdle","in touch when hit and fell 7th","1","None","Left Handed",,"36","2","Walk In The Park (IRE)","Flat",,
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","1st",,"Horacio Apples (FR)","0","Greenall, Oliver","6","Wynne, Toby","3","165","2.75","(JFav)","103","5 mins 53.21s","353.21",,"84","22","1","National Hunt","4","1.7877822507376187","3","3","4711","81","Handicap Novices Hurdle","held up, headway 6th, tracked leaders 3 out, ridden to lead next, not fluent last, stayed on","1","None","Left Handed",,"44","5","Saddex","Flat","4225",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","2nd","1.25","Economic Editor (IRE)","0","Nicol, Adam","7","Johnston, Dylan","7","135","2.75","(JFav)","77","5 mins 53.21s","353.21","1.25","84","22","2","National Hunt","3.7415864828164014","1.6381178598709267","3","3","4711","81","Handicap Novices Hurdle","raced wide, prominent, led 3 out, ridden and headed next, kept on one pace","7","None","Left Handed","CkPc TT","13","9","Jet Away","Flat","1944",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","3rd","0.5","Moonacura (IRE)","0","Coltherd, W S","6","Willmott, Thomas","0","147","7",,"82","5 mins 53.21s","353.21","1.75","84","22","3","National Hunt","8.93478997734621","2.9912154653115435","3","3","4711","81","Handicap Novices Hurdle","close up, pushed along 4 out, ridden 2 out, kept on one pace","6","None","Left Handed","CkPc","77","7","Fame And Glory","Flat","972",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","4th","0.5","Lewa House","0","Bissett, Catch","7","Gillard, Mr T","0","150","9",,"85","5 mins 53.21s","353.21","2.25","84","22","4","National Hunt","12.4477420823582","3.45","3","3","4711","81","Handicap Novices Hurdle","held up, ridden and headway 3 out, kept on one pace","3","None","Left Handed",,"36","11","Yeats (IRE)","Flat","486",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","5th","19","September Daisy","0","Alexander, N W","8","Lynn, Bruce","3","139","7",,"77","5 mins 53.21s","353.21","21.25","84","22","5","National Hunt","9.6","2.798314133837774","3","3","4711","81","Handicap Novices Hurdle","in touch, ridden 3 out, soon weakened","8","None","Left Handed",,"46","9","September Storm (GER)","Flat","242",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","6th","1.5","New Zealander","0","Kerr, L","6","Austin, Edward","0","142","40",,"77","5 mins 53.21s","353.21","22.75","84","22","6","National Hunt","70.55246142467132","11.832837000712429","3","3","4711","81","Handicap Novices Hurdle","led, ridden and headed 3 out, weakened next","9","None","Left Handed",,"8","21","Australia","Flat","0",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","7th","4.5","Dot Cotton (IRE)","0","Smith, R Michael","6","Shanahan, William T","3","164","22",,"102","5 mins 53.21s","353.21","27.25","84","22","7","National Hunt","30","6.4","3","3","4711","81","Handicap Novices Hurdle","in rear, pushed along and headway 4 out, ridden and weakened next","2","None","Left Handed"," TT","18","8","Califet (FR)","Flat","0",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","8th","NK","Your Place (IRE)","0","Russell, Miss Lucinda V","7","Wadge, P","8","141","6",,"84","5 mins 53.21s","353.21","27.4","84","22","8","National Hunt","9.514399187672826","2.6","3","3","4711","81","Handicap Novices Hurdle","prominent until 3 out, soon weakened","5","None","Left Handed","Vsor","46","17","Scorpion (IRE)","Flat","0",
"2023-01-09","13:40:00","Ayr","racingtv.com Conditional Jockeys Novices Handicap Hurdle","4yo+","Class 5",,"2m6f ","4225","Heavy","9","9th","42","Wotsmyname (IRE)","0","Kerr, L","6","Jones, Charlotte","0","150","14",,"85","5 mins 53.21s","353.21","69.4","84","22","9","National Hunt","17","4.340773440455376","3","3","4711","81","Handicap Novices Hurdle","towards rear, pushed along and dropped to rear 5 out","4","None","Left Handed",,"7","11","Famous Name","Flat",,
"2023-01-09","14:10:00","Ayr","Follow racingtv On Instagram Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m.5f ","4753","Heavy","5","1st",,"Netywell (FR)","0","Russell, Miss Lucinda V","6","Mulqueen, S","0","154","6",,"105","4 mins 32.29s","272.29",,"115","16.5","1","National Hunt","8.181196350156384","3.3198241428048636","2","2","3630","54","Handicap Novices Chase","made all, pushed along 2 out, clear approaching last, readily","4","None","Left Handed",,"14","8","Willywell (FR)","Flat","4753",
"2023-01-09","14:10:00","Ayr","Follow racingtv On Instagram Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m.5f ","4753","Heavy","5","2nd","6.5","Champ De Gane (FR)","0","Crawford, S R B","6","Jacob, Daryl","0","166","2.5","(Fav)","117","4 mins 32.29s","272.29","6.5","115","16.5","2","National Hunt","3.69325762554985","2.1","2","2","3630","54","Handicap Novices Chase","close up, headway 5th, joined winner 5 out, ridden 3 out, kept on one pace","2","None","Left Handed"," TT","14","8","Kapgarde (FR)","Flat","2187",
"2023-01-09","14:10:00","Ayr","Follow racingtv On Instagram Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m.5f ","4753","Heavy","5","3rd","1.25","Duty Calls (IRE)","0","Forster, Miss S E","10","Stones, Lewis","5","141","7",,"97","4 mins 32.29s","272.29","7.75","115","16.5","3","National Hunt","9.825439073214074","3.75","2","2","3630","54","Handicap Novices Chase","slowly away, in rear, close up 6th, ridden 4 out, kept on one pace","5","None","Left Handed",,"46","15","Arcadio (GER)","Flat","1094",
"2023-01-09","14:10:00","Ayr","Follow racingtv On Instagram Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m.5f ","4753","Heavy","5","F",,"Paddy The Horse (IRE)","0","Bewley, G T","8","Bewley, Jonathon","3","161","2.75",,"115","4 mins 32.29s","272.29",,"115","16.5","F","National Hunt","4.2","2.1265592288191693","2","2","3630","54","Handicap Novices Chase","tracked leaders, mistake and fell 6 out","3","None","Left Handed",,"54","8","Imperial Monarch (IRE)","Flat",,
"2023-01-09","14:10:00","Ayr","Follow racingtv On Instagram Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m.5f ","4753","Heavy","5","PU",,"Masked Crusader (FR)","0","McCain Jnr, D","7","Hughes, Brian","0","168","2.75",,"119","4 mins 32.29s","272.29",,"115","16.5","PU","National Hunt","4.1","2.037914","2","2","3630","54","Handicap Novices Chase","prominent, hit 2nd, mistake 4th, ridden 4 out, weakened next, pulled up 2 out","1","None","Left Handed","CkPc TT","35","6","Masked Marvel","Flat",,
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","1st",,"Rocco Storm (IRE)","0","Brooke, Daniel","8","OFarrell, C","0","168","2.5","(Fav)","96","4 mins 37.34s","277.34",,"84.5","16.5","1","National Hunt","4.6","1.7869526503133242","3","3","3630","54","Handicap Chase","towards rear, wide and headway 4 out, chased leader 3 out, led approaching last, ridden and ran on","1","None","Left Handed","CkPc","48","18","Shirocco (GER)","Flat","4225",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","2nd","5","Coolmoyne","0","Waugh, S G","7","Kington, John","0","159","7.5",,"87","4 mins 37.34s","277.34","5","84.5","16.5","2","National Hunt","8.73763594835069","2.7663601747274873","3","3","3630","54","Handicap Chase","raced wide, tracked leaders, led after 5th, jumped right 3 out and next, ridden and headed approaching last, kept on one pace","4","None","Left Handed"," TT","14","8","Ocovango","Flat","1944",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","3rd","7","Broomfields Kan (IRE)","0","Bewley, G T","8","Bewley, Jonathon","3","155","3.5",,"86","4 mins 37.34s","277.34","12","84.5","16.5","3","National Hunt","4.764652490203241","1.9945610944891816","3","3","3630","54","Handicap Chase","tracked leader, led 7th, headed soon after 5 out, ridden 3 out, kept on one pace","5","None","Left Handed","CkPc","37","15","Arakan (USA)","Flat","972",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","4th","NK","Zihuatanejo (IRE)","0","Forster, Miss S E","9","Mulqueen, S","0","151","22",,"79","4 mins 37.34s","277.34","12.15","84.5","16.5","4","National Hunt","28.971454405886323","7.4","3","3","3630","54","Handicap Chase","held up, wide and headway 5 out, ridden 3 out, stayed on towards finish","10","None","Left Handed",,"205","3","Flemensfirth (USA)","Flat","486",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","5th","3","Andre Le Notre","0","Robson, Miss P","6","Nichol, Craig","0","142","12",,"70","4 mins 37.34s","277.34","15.15","84.5","16.5","5","National Hunt","17.24727432030704","5.106465611687165","3","3","3630","54","Handicap Chase","close up, ridden 4 out, kept on same pace","11","None","Left Handed",,"41","4","Champs Elysees","Flat","242",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","6th","2.25","Roxyfet (FR)","0","Hammond, Micky","13","Smith-Chaston, Emma","3","148","22",,"79","4 mins 37.34s","277.34","17.4","84.5","16.5","6","National Hunt","37.694145338","7.2","3","3","3630","54","Handicap Chase","in touch, headway 4 out, ridden next, kept on same pace","9","None","Left Handed",,"14","82","Califet (FR)","Flat","0",
"2023-01-09","14:45:00","Ayr","Racing TV Handicap Chase","5yo+","Class 5",,"2m.5f ","4225","Heavy","10","7th","7.5","Choix Des Armes (FR)","0","Hamilton, Mrs A C","11","Quinlan, Sean","0","155","10",,"83","4 mins 37.34s","277.34","24.9","84.5","16.5","7","National Hunt","12.072306531","3.7556188482817747","3","3","3630","54","Handicap Chase","keen held up, pushed along 4 out, weakened next","7","None","Left Handed","Hood","14","22","Saint Des Saints (FR)","Flat","0",
