racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","1st",,"Harmonya Maker (FR)","0","Elliott, Gordon","5","Kennedy, J W","0","161","1.75",,"0","5 mins 18.50s","318.5",,"0","20","1","National Hunt","3.02801244","1.2421771213807744","3","3","4345","0","Maiden Hurdle","led early, made rest, briefly challenged approaching 2 out, soon ridden and clear, kept on well, easily","3","None","Right Handed",,"226","4","Saddler Maker (IRE)","Slight Undulations","5310",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","2nd","18","Law Ella (IRE)","0","Cromwell, Gavin Patrick","5","Donoghue, K M","0","161","0.91","(Fav)","0","5 mins 18.50s","318.5","18","0","20","2","National Hunt","2.19350305224998","1.1184406742605644","3","3","4345","0","Maiden Hurdle","chased leader, 2nd halfway, headway to challenge when mistake 2 out, no impression when mistake last, kept on","4","None","Right Handed",,"16","3","Yeats (IRE)","Slight Undulations","1770",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","3rd","34","Battling Bessie","0","Fahey, Peter","5","ORegan, Denis","0","161","3.33",,"0","5 mins 18.50s","318.5","52","0","20","3","National Hunt","5.6","1.39","3","3","4345","0","Maiden Hurdle","chased leaders, 3rd halfway, pushed along and no extra after 3 out, kept on one pace","1","None","Right Handed",,"16","6","Helmet (AUS)","Slight Undulations","885",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","4th","17","Broomfield Bijou (IRE)","0","Dempsey, J P","4","Dempsey, Luke","0","153","33",,"0","5 mins 18.50s","318.5","69","0","20","4","National Hunt","80","8.2","3","3","4345","0","Maiden Hurdle","tracked leaders, 4th halfway, ridden and no extra after 3 out, kept on one pace","17","None","Right Handed",,"241","1","Walk In The Park (IRE)","Slight Undulations","442",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","5th","14","Fortunefavorsdbold (IRE)","0","Nolan, Paul","4","OKeeffe, Sean F","0","153","28",,"0","5 mins 18.50s","318.5","83","0","20","5","National Hunt","42.22818043043952","5.9","3","3","4345","0","Maiden Hurdle","mid-division, 5th halfway, pushed along and lost touch with leaders after 4 out, no extra from next","13","None","Right Handed",,"None","0","Soldier Of Fortune (IRE)","Slight Undulations","265",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","6th","8","Annie Bella (IRE)","0","Christie, D M","5","Ewing, Sam","0","153","50",,"0","5 mins 18.50s","318.5","91","0","20","6","National Hunt","208.68367717047227","30","3","3","4345","0","Maiden Hurdle","mid-division, 6th halfway, pushed along in 5th approaching 4 out, no extra and weakened","6","None","Right Handed"," TT","None","0","Yeats (IRE)","Slight Undulations","177",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","7th","7.5","Bingo Queen (IRE)","0","Martin, Patrick","5","OBrien, P M","7","146","150",,"0","5 mins 18.50s","318.5","98.5","0","20","7","National Hunt","1000","70.983643181","3","3","4345","0","Maiden Hurdle","mid-division, 8th halfway, soon pushed along and kept on one pace from 4 out","8","None","Right Handed",,"19","7","Libertarian","Slight Undulations","0",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","8th","4.5","Emilys Fortune (IRE)","0","Rothwell, P J","4","OSullivan, James","5","148","200",,"0","5 mins 18.50s","318.5","103","0","20","8","National Hunt","1000","259.6154277855252","3","3","4345","0","Maiden Hurdle","towards rear, 15th halfway, moderate late headway from 4 out, kept on one pace","11","None","Right Handed",,"None","0","Soldier Of Fortune (IRE)","Slight Undulations","0",
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","9th","2.5","Mansoline (FR)","0","Cooper, Thomas","6","Cooper, Bryan J","0","161","25",,"0","5 mins 18.50s","318.5","105.5","0","20","9","National Hunt","72.764696516","8.024003579754648","3","3","4345","0","Maiden Hurdle","rear of mid-division, 9th halfway, pushed along and no extra from 4 out","5","None","Right Handed",,"285","3","Brave Mansonnien (FR)","Slight Undulations",,
"2022-11-15","12:37:00","Fairyhouse","Fairyhouse Winter Festival December 3rd & 4th Mares Maiden Hurdle","4yo+","Irish",,"2m4f ","5310","Soft","16","10th","6.5","Grace Faraday (IRE)","0","McCann, Anthony","4","Moore, J M","0","153","66",,"0","5 mins 18.50s","318.5","112","0","20","10","National Hunt","280","23","3","3","4345","0","Maiden Hurdle","towards rear, 16th halfway, pushed along and moderate late headway, never a factor","14","None","Right Handed",,"44","3","Flemensfirth (USA)","Slight Undulations",,
