racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","1st",,"Parramount","0","Longsdon, C E","7","Roberts, Mr B","7","156","0.5","(Fav)","115","3 mins 54.62s","234.62",,"0","16.5","1","National Hunt","1.6006963523009836","1.1149128982896859","3","3","3648","22","Novices Hurdle","chased clear leader, led 3 out, shaken up and went clear after 2 out, kept on well, comfortably","1","None","Left Handed"," TT","37","7","Mount Nelson","Slight Undulations","6001",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","2nd","21","Glory Bridge (IRE)","0","McCain Jnr, D","7","Hughes, Brian","0","156","16",,"0","3 mins 54.62s","234.62","21","0","16.5","2","National Hunt","28","4.487223704171809","3","3","3648","22","Novices Hurdle","prominent in chasing group, pushed along and went second after 2 out, kept on flat but no match for ready winner","8","None","Left Handed"," TT","56","3","Fame And Glory","Slight Undulations","2765",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","3rd","9","Benny Silver (IRE)","0","Twiston-Davies, N A","5","Twiston-Davies, Sam","0","156","50",,"0","3 mins 54.62s","234.62","30","0","16.5","3","National Hunt","70.14451027574778","10.5","3","3","3648","22","Novices Hurdle","mid-division, pushed along and outpaced after 4 out, not fluent 2 out, kept on well to go third close home","3","None","Left Handed",,"19","4","Mastercraftsman (IRE)","Slight Undulations","1382",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","4th","0.75","Pride Of Hawridge (IRE)","0","Edmunds, Stuart","5","Hammond, Charlie","0","156","12",,"0","3 mins 54.62s","234.62","30.75","0","16.5","4","National Hunt","17.5","3.6439776664605588","3","3","3648","22","Novices Hurdle","held up towards rear, steady headway after 4 out, ridden and kept on from 2 out, never on terms","12","None","Left Handed",,"32","16","Vadamos (FR)","Slight Undulations","692",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","5th","0.5","Playtogetaway (IRE)","0","ONeill, Jonjo","5","McLernon, R P","0","156","12",,"0","3 mins 54.62s","234.62","31.25","0","16.5","5","National Hunt","18.42134653","3.4697455611894834","3","3","3648","22","Novices Hurdle","tracked leading pair, ridden along and kept on same pace from 2 out, never seriously involved","11","None","Left Handed",,"28","3","Getaway (GER)","Slight Undulations","0",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","6th","SH","Cant Beat History (IRE)","0","Oliver, Henry","7","Edwards, Lee","0","156","66",,"0","3 mins 54.62s","234.62","31.3","0","16.5","6","National Hunt","124.83462984766928","20","3","3","3648","22","Novices Hurdle","held up in mid-division, ridden along 3 out, never dangerous","5","None","Left Handed",,"17","3","Beat Hollow","Slight Undulations","0",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","7th","0.5","We Gotta Getaway (IRE)","0","OBrien, Fergal","6","Hogan, Mr J","5","151","80",,"0","3 mins 54.62s","234.62","31.8","0","16.5","7","National Hunt","106.53405517478126","13.5","3","3","3648","22","Novices Hurdle","in rear, never involved","15","None","Left Handed",,"32","4","Getaway (GER)","Slight Undulations","0",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","8th","NK","Burrows Hall (FR)","0","Smith, Mrs S J","6","Chapman, Ross","0","156","28",,"0","3 mins 54.62s","234.62","31.95","0","16.5","8","National Hunt","37.32375814154192","5.7526074977818284","3","3","3648","22","Novices Hurdle","raced keenly, prominent in chasing group, pushed along 3 out, went third after 2 out, weakened close home","4","None","Left Handed",,"272","4","Hunters Light (IRE)","Slight Undulations","0",
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","9th","29","Queens Highway (IRE)","0","Hales, A M","7","Woods, K K","0","149","5",,"0","3 mins 54.62s","234.62","60.95","0","16.5","9","National Hunt","11.460403992655337","2.110364097547718","3","3","3648","22","Novices Hurdle","mid-division, well held from 3 out, not trouble leaders","16","None","Left Handed",,"149","3","Presenting","Slight Undulations",,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","10th","4.5","Roccstar Bay","0","Henderson, N J","5","Brennan, Nathan","7","142","12",,"0","3 mins 54.62s","234.62","65.45","0","16.5","10","National Hunt","19","4.3002779443791965","3","3","3648","22","Novices Hurdle","went clear after 1st, ridden and headed 3 out, soon no extra and faded","18","None","Left Handed","Hood","32","2","Telescope (IRE)","Slight Undulations",,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","11th","5.5","Vissani (FR)","0","Williams, Ian","5","Todd, C J","0","156","200",,"0","3 mins 54.62s","234.62","70.95","0","16.5","11","National Hunt","390.3139367552848","28.88939071336063","3","3","3648","22","Novices Hurdle","took keen hold, ridden and weakened from 3 out","14","None","Left Handed"," TT","54","7","Dariyan (FR)","Slight Undulations",,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","12th","3.5","Rhyme Scheme (IRE)","0","Winks, P","6","Johnson, Alison","7","142","250",,"0","3 mins 54.62s","234.62","74.45","0","16.5","12","National Hunt","1000","116.12132590538934","3","3","3648","22","Novices Hurdle","chased leaders, weakened quickly after 4 out","17","None","Left Handed"," TT","30","30","Poets Voice","Slight Undulations",,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","13th","46","New Beginnings","0","ONeill, Jonjo","6","Scholfield, Nick","0","156","28",,"0","3 mins 54.62s","234.62","120.45","0","16.5","13","National Hunt","57.65983052862558","8.4","3","3","3648","22","Novices Hurdle","always towards rear","10","None","Left Handed",,"92","2","Flemensfirth (USA)","Slight Undulations",,
"2023-01-27","13:05:00","Doncaster","Sky Bet UKs No.1 Betting App Novices Hurdle (GBB Race)","4yo+","Class 3",,"2m.5f ","6001","Good","14","14th","79","Straightupsnicket (IRE)","0","Allwood, S","5","Dunne, R T","0","156","200",,"0","3 mins 54.62s","234.62","199.45","0","16.5","14","National Hunt","1000","70","3","3","3648","22","Novices Hurdle","held up in rear of mid-division, struggling after 4 out, soon tailed off","13","None","Left Handed",,"92","1","Westerner","Slight Undulations",,
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","1st",,"Will Sting (IRE)","0","Wadham, Mrs L","8","Cannon, Tom J","0","155","9",,"107","4 mins 47.51s","287.51",,"109","19","1","National Hunt","14","3.5","2","3","4211","0","Handicap Novices Chase","close up, led after 10th, pushed along 3 out, good jump 2 out and went few lengths clear, kept on well flat","6","None","Left Handed",,"32","14","Scorpion (IRE)","Slight Undulations","5281",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","2nd","4.5","Dash Of Blue","0","Case, B I","8","OFarrell, C","0","153","7",,"105","4 mins 47.51s","287.51","4.5","109","19","2","National Hunt","8.971637683605405","2.1690952606220524","2","3","4211","0","Handicap Novices Chase","in touch, smooth headway to go second 3 out, soon every chance, kept on from 2 out but no match for winner","8","None","Left Handed"," TT","27","14","Great Pretender (IRE)","Slight Undulations","2430",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","3rd","6","William Cody","0","Sly, Mrs P","6","Obrien, P V","0","157","1.25","(Fav)","109","4 mins 47.51s","287.51","10.5","109","19","3","National Hunt","2.401791028","1.284183794","2","3","4211","0","Handicap Novices Chase","prominent, going okay when shaken up 3 out, soon ridden along and outpaced, kept on but no match for first two","5","None","Left Handed",,"32","15","Westerner","Slight Undulations","1215",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","4th","5","On Springs (IRE)","0","Pauling, Ben","8","Woods, K K","0","169","7",,"121","4 mins 47.51s","287.51","15.5","109","19","4","National Hunt","10.5","2.6","2","3","4211","0","Handicap Novices Chase","mid-division, not fluent 2nd, pushed along after 4 out, soon ridden, kept on same pace from 3 out, never going pace to challenge","1","None","Left Handed",,"20","18","Mahler","Slight Undulations","608",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","5th","12","Full Of Light (IRE)","0","Henderson, N J","7","Boinville, Nico","0","165","7.5",,"117","4 mins 47.51s","287.51","27.5","109","19","5","National Hunt","9.080371017","3.05","2","3","4211","0","Handicap Novices Chase","led, headed after 10th, ridden and weakened from 3 out","2","None","Left Handed"," TT","68","8","Leading Light (IRE)","Slight Undulations","303",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","6th","32","Kavanaghs Cross (IRE)","0","Neville, Patrick","8","Sheehan, Gavin","0","154","8.5",,"106","4 mins 47.51s","287.51","59.5","109","19","6","National Hunt","12","2.84","2","3","4211","0","Handicap Novices Chase","raced in last, always behind","7","None","Left Handed","CkPc TT","30","16","Califet (FR)","Slight Undulations","0",
"2023-01-27","13:35:00","Doncaster","Betting Better With Sky Bet Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"2m3f ","5281","Good","7","UR",,"Feivel (IRE)","0","Newland, Dr R D P","8","Hammond, Charlie","0","162","7",,"114","4 mins 47.51s","287.51",,"109","19","UR","National Hunt","8.359814044","2.3869888248601905","2","3","4211","0","Handicap Novices Chase","took keen hold tracking leaders, in contention when short of room and unseated before 3 out","3","None","Left Handed",,"59","10","Le Fou (IRE)","Slight Undulations",,
"2023-01-27","14:05:00","Doncaster","Sky Bet EBF National Hunt Maiden Hurdle (GBB Race)","4-7yo","Class 3",,"2m3.5f ","6001","Good","10","1st",,"Storminhome (IRE)","0","Pauling, Ben","6","Woods, K K","0","164","1.38","(Fav)","120","4 mins 43.93s","283.93",,"0","19.5","1","National Hunt","2.633276175","1.178743756","3","3","4268","22","Maiden Hurdle","led, headed after 6th, soon disputed lead, ridden along after 3 out, soon faced challenge, edged right under pressure and slightly hampered rival approaching final flight, kept on well towards finish","11","None","Left Handed",,"17","2","Frammassone (IRE)","Slight Undulations","6001",
"2023-01-27","14:05:00","Doncaster","Sky Bet EBF National Hunt Maiden Hurdle (GBB Race)","4-7yo","Class 3",,"2m3.5f ","6001","Good","10","2nd","1.25","Gaelic Park (IRE)","0","Longsdon, C E","7","Obrien, P V","0","164","2.25",,"116","4 mins 43.93s","283.93","1.25","0","19.5","2","National Hunt","3.7368832097651117","1.3089060418666123","3","3","4268","22","Maiden Hurdle","close up, shaken up 3 out, pressed leader next, slightly hampered by rival approaching final flight, ridden and switched left run-in, kept on but always held","3","None","Left Handed",,"37","5","Ocovango","Slight Undulations","2765",
"2023-01-27","14:05:00","Doncaster","Sky Bet EBF National Hunt Maiden Hurdle (GBB Race)","4-7yo","Class 3",,"2m3.5f ","6001","Good","10","3rd","5.5","Gentle Frank","0","Oliver, Henry","7","Edwards, Lee","0","164","12",,"0","4 mins 43.93s","283.93","6.75","0","19.5","3","National Hunt","25.598688144702464","3.7314523853531867","3","3","4268","22","Maiden Hurdle","held up towards rear, pushed along and steady headway from 2 out, went third approaching final flight, ran on, no match for first two","4","None","Left Handed",,"21","2","Gentlewave (IRE)","Slight Undulations","1382",
"2023-01-27","14:05:00","Doncaster","Sky Bet EBF National Hunt Maiden Hurdle (GBB Race)","4-7yo","Class 3",,"2m3.5f ","6001","Good","10","4th","4.75","Lepashe (IRE)","0","Allwood, S","6","Dunne, R T","0","164","200",,"0","4 mins 43.93s","283.93","11.5","0","19.5","4","National Hunt","596.5877316951007","40","3","3","4268","22","Maiden Hurdle","in touch with leaders, ridden along after 2 out where not fluent, no extra run-in","7","None","Left Handed",,"69","2","Ocovango","Slight Undulations","692",
"2023-01-27","14:05:00","Doncaster","Sky Bet EBF National Hunt Maiden Hurdle (GBB Race)","4-7yo","Class 3",,"2m3.5f ","6001","Good","10","5th","5","Jumping Jupiter (IRE)","0","Pogson, Charles and Adam","5","Quinlan, Sean","0","164","200",,"0","4 mins 43.93s","283.93","16.5","0","19.5","5","National Hunt","339.99889369671814","38","3","3","4268","22","Maiden Hurdle","prominent, led after 6th, soon disputed lead, headed 3 out, weakened gradually from 2 out","6","None","Left Handed",,"308","2","Sageburg (IRE)","Slight Undulations","0",
