horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Angel On High (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","13","0","Ruddy, Miss Kayla","16.00","Wintle, A","140","56","7",,
"Daffin (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","25","0","Frost, Miss Lauren","9.00","Frost, Kevin","145","61","5",,
"Daisy Roots","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","146","0","Kent, Mr Lewis","8.00","West, Adam","144","58","11",,
"King of The Dance (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","138","0","Llewellyn, Jessica","20.00","Llewellyn, B J","149","63","9",,
"Luna Magic","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","27","0","Hampson, Brodie","8.00","Watson, Archie","151","60","10",,
"My Brother Mike (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","27","0","OShea, Adam","7.50","Stimpson, J T","149","63","3",,
"Rabinal","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","25","0","Mitchell, Guy","5.00","Dow, S","151","65","12",,
"Sea Of Charm (FR)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","24","0","Dunlop, Mr William","8.00","Nicholls, Georgina","147","63","4",,
"Senseofentitlement (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","32","0","Bryant, Miss M","66.00","Butler, P","142","56","8",,
"Sienna Breeze (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","9","0","Padgett, Miss Teagan","12.00","Owen, J P","142","58","1",,
"Swiss Pride (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","26","0","Jordan, Megan","4.00","Teal, R A","149","61","6",,
"Verona Star (IRE)","14:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m ","8","Standard","12","Class 6","11","0","Bowen, Miss S L","7.50","Carroll, A W","155","64","2",,
"Cavriana (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","213","0","Hornby, Rob","50.00","Meehan, B J","122","0","3",,
"Cynosure (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","155","0","Stott, Kevin","0.80","Balding, A M","127","84","8",,
"Devoirs Choice (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","11","0","Osborne, Saffie","9.00","Walker, Ed","127","0","2",,
"Laser Focus (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","6","0","Farragher, Adam J","100.00","Owen, J P","142","0","5",,
"Lucentio (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","154","0","Shoemark, Kieran","7.00","Gosden, John and Thady","127","0","6",,
"Operate (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","20","0","Bryan, Joshua","12.00","Watson, Archie","127","0","1",,
"Surrey Force (FR)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","26","0","Muscutt, D","28.00","Foy, Kevin","127","0","9",,
"Waistcoat","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","186","0","Levey, S M","18.00","Hannon (Jnr), Richard","127","0","4",,
"Winterfair (IRE)","14:30:00","2024-04-08","Lingfield","All Weather","Novices","1m ","8","Standard","9","Class 5","167","0","Fallon, Cieren","4.00","Haggas, W J","129","0","7",,
"Compton Bay","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","32","0","Carson, William","11.00","Madgwick, M","134","54","4",,
"Elforleather","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","9","0","Bishop, Charles","1.38","Channon, Jack","136","56","3",,
"Jailbird (IRE)","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","17","0","Wright, Liam","4.50","Scott, George","130","57","6",,
"Mary Chesnut (IRE)","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","26","0","Levey, S M","28.00","Ward, Tom","132","52","2",,
"Publicity","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","23","0","Bradley, Paddy","8.00","Butler, John","134","54","5",,
"Rubio De Oro","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","50","0","Sayette, B D L","8.50","Botti, M","130","50","7",,
"Something To Do","15:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m4f ","12","Standard","7","Class 6","23","0","Loughnane, Mr Billy","4.50","Boughey, George","136","56","1",,
"Kinnigoli Kid (IRE)","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","33","0","Callan, N","16.00","Botti, M","132","75","4",,
"Lets Get Em","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","187","0","Crouch, Hector","14.00","Cole, P F I","130","73","3",,
"Mart","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","10","0","Clutterbuck, Rhys","1.20","Cunha, Dylan","128","71","5",,
"Piz Nair (IRE)","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","200","0","Shepherd, Callum","4.00","Scott, George","136","79","6",,
"Torvar (IRE)","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","10","0","Probert, David","10.00","OMeara, D","134","77","1",,
"Western (IRE)","15:30:00","2024-04-08","Lingfield","All Weather","Handicap","6f ","6","Standard","6","Class 4","124","0","Levey, S M","3.50","Hannon (Jnr), Richard","136","79","2",,
"Kuwaitya (IRE)","16:00:00","2024-04-08","Lingfield","All Weather","Novices","5f ","5","Standard","4","Class 4","14","0","Keenan, Darragh","1.63","Haynes, Alice","128","0","1",,
"Roysdelight (IRE)","16:00:00","2024-04-08","Lingfield","All Weather","Novices","5f ","5","Standard","4","Class 4","16","0","Callan, N","9.00","Evans, P D","133","0","4",,
"Subsonictoshannon (IRE)","16:00:00","2024-04-08","Lingfield","All Weather","Novices","5f ","5","Standard","4","Class 4","No Prev","0","Bishop, Charles","8.50","Channon, Jack","128","0","2",,
"Target Man (IRE)","16:00:00","2024-04-08","Lingfield","All Weather","Novices","5f ","5","Standard","4","Class 4","No Prev","0","Loughnane, Mr Billy","1.20","Boughey, George","133","0","3",,
"Autumn Flight (IRE)","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","57","0","Gordon, Josephine","7.50","McEntee, P S","126","46","2",,
"Hurricane Alert","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","692","0","Gunn, Molly","50.00","Bridger, J / Cook, R","119","46","1",,
"Perfect Symphony (IRE)","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","25","0","Whelan, Trevor","7.50","Pattinson, Mark","126","46","3",,
"Suanni","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","28","0","Probert, David","3.33","Holland, Darryll","131","51","5",,
"Victors Dream","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","64","0","Quinn, Jimmy","2.00","Botti, M","132","52","6",,
"Wedgewood","16:30:00","2024-04-08","Lingfield","All Weather","Handicap","5f ","5","Standard","6","Class 6","11","0","Carson, William","2.75","Carroll, A W","135","55","4",,
"Belleplaine (IRE)","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","27","0","Callan, N","3.50","Parr, Joseph","140","65","5",,
"Certain Style","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","49","0","Da Silva, Raul","16.00","Mongan, Mrs L J","123","48","4",,
"Ciara Pearl","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","174","0","Crowley, Jim","2.75","Kubler, Daniel","141","66","11",,
"Comedian Leader","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","9","0","Keniry, L P","28.00","Best, Jim/Suzi","133","58","3",,
"Dynamiste","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","49","0","Muscutt, D","10.00","Foy, Kevin","140","65","9",,
"Gert Lush (IRE)","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","198","0","Hutchinson, Callum","22.00","Teal, R A","138","66","10",,
"Golden Dove","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","300","0","Keenan, Darragh","28.00","Earle, Simon","141","66","8",,
"Hotaugustnight (IRE)","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","25","0","Kingscote, Richard","7.00","Foy, Kevin","136","61","1",,
"Meleri","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","189","0","Catton, Luke","7.00","Boyle, J R","137","67","2",,
"Shalfa (IRE)","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","17","0","Osborne, Saffie","10.00","Richards, Mrs L","141","66","6",,
"So Farhh So Good (IRE)","17:00:00","2024-04-08","Lingfield","All Weather","Handicap","1m2f ","10","Standard","11","Class 5","139","0","Probert, David","16.00","Llewellyn, Robert","140","65","7",,
"Broctune Azure","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","13","0","Hardie, Cameron","20.00","Boanas, Miss G","121","46","8",,
"Desert Quest (IRE)","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","32","0","Sexton, Ryan","8.00","Whillans, Ewan","132","57","4",,
"Gastronomy","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","146","0","Beasley, Connor","2.75","Kirby, P A","136","61","7",,
"Spirit Of Ash (IRE)","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","32","0","Hart, Jason","3.33","Davidson, Tristan","135","60","1",,
"Starfighter","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","26","0","Enright, Jack","7.00","Loughnane, Daniel Mark","129","61","3",,
"Tafsir (USA)","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","138","0","Mulrennan, Paul","10.00","Goldie, J S","136","61","6",,
"Tiberio Force","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","17","0","Edmunds, Lewis","8.00","Whitaker, Simon","122","47","2",,
"Yakhabar","13:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m4.5f ","12.5","Standard","8","Class 6","21","0","Garritty, Billy","7.00","Bailey, Liam","132","57","5",,
"Ana Emaraaty (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","14","0","Winn, Mark","11.00","Goldie, J S","120","50","1",,
"Bulls Aye (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","14","0","Nolan, D","16.00","Jardine, I","135","62","11",,
"Busby (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","16","0","Doyle, Hollie","4.00","Kirby, P A","136","63","3",,
"Dougies Dream (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","21","0","Jary, Alex","4.50","Tinkler, N","128","60","4",,
"Golden Echo (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","24","0","Sexton, Ryan","11.00","Camacho, Miss J A","128","55","8",,
"Indication Rocket (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","202","0","Enright, Jack","16.00","Menzies, Rebecca","124","58","9",,
"Midnight Lion","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","16","0","Mulrennan, Paul","11.00","Jardine, I","135","62","10",,
"Moush","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","173","0","Garritty, Billy","10.00","Bailey, Liam","136","63","6",,
"Mr Coco Bean (USA)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","17","0","Sullivan, James P","9.00","Cuthbert, Helen","119","46","7",,
"Mr Heinz","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","150","0","Eaves, Tom","8.00","Whitaker, Simon","125","52","12",,
"Scarriff (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","13","0","Hardie, Cameron","28.00","Menzies, Rebecca","119","46","2",,
"We Still Believe (IRE)","14:20:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","12","Class 6","31","0","Hart, Jason","5.50","Bourke, D F","131","58","5",,
"Aerospace (IRE)","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","24","0","Doyle, Hollie","1.20","Watson, Archie","135","85","2",,
"Arkendale","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","191","0","Rodriguez, Callum","6.50","Bethell, Ed","135","85","3",,
"Bashful","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","26","0","Mulrennan, Paul","12.00","Jardine, I","130","80","4",,
"Loyal Touch (IRE)","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","24","0","Young, Archie","8.00","Johnston, Charlie","127","84","1",,
"Tarjamah","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","318","0","Eaves, Tom","22.00","Waggott, Miss Tracy","135","85","6",,
"Toshizou (IRE)","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","15","0","Peate, Jonny","9.00","Fell, R / Murray, S","131","84","5",,
"Westernesse (IRE)","14:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m2f ","10","Standard","7","Class 4","14","0","Watson, Jason","3.50","OMeara, D","128","78","7",,
"Belsito (GER)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","38","0","Eaves, Tom","7.50","Ryan, K A","134","64","9",,
"Global Humor (USA)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","14","0","Doyle, Hollie","9.00","Goldie, J S","123","53","2",,
"Herakles (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","38","0","Nolan, D","5.00","Midgley, P T","135","65","3",,
"High Opinion","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","74","0","Mulrennan, Paul","8.50","Smart, B","129","59","6",,
"Indian Sounds (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","31","0","Sexton, Ryan","12.00","Midgley, P T","133","63","10",,
"Kaidu (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","87","0","Russell, Harry","14.00","Corbett, Mrs Susan","126","56","7",,
"Kitbag","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","66","0","Jakes, Tommie","25.00","Perratt, Miss L A","120","55","8",,
"Mews House","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","14","0","Mathers, Patrick","33.00","Perratt, Miss L A","123","53","4",,
"Papa Dont Preach (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","15","0","Sanderson, Benjamin","14.00","Frost, Kevin","131","64","12",,
"Rainbow Rain","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","121","0","Beasley, Connor","4.00","Waggott, Miss Tracy","132","62","11",,
"Stallone (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","14","0","Pyle, William","6.50","Dods, M","122","57","5",,
"Whisky Mcgonagall (IRE)","15:20:00","2024-04-08","Newcastle","All Weather","Handicap","5f ","5","Standard","12","Class 6","27","0","Allan, David","7.50","Easterby, T D","136","66","1",,
"Allegro Brillante","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","188","0","Waugh, Amie","33.00","Goldie, J S","111","46","6",,
"Amazing Winnie (IRE)","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","21","0","Gray, S A","50.00","Ryan, K A","121","51","13",,
"Desert Raider","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","8","0","Garritty, Billy","8.00","McInnes, I W","135","65","10",,
"Diddy Man","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","196","0","Hardie, Cameron","11.00","Bethell, Harriet","132","62","2",,
"Ideal Dragon","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","55","0","Winn, Mark","40.00","Davies, J J","122","55","8",,
"Loubiere (IRE)","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","17","0","Enright, Jack","3.50","Menzies, Rebecca","117","54","5",,
"Lunar Rocks","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","14","0","Sullivan, James P","16.00","Smith, R Michael","116","46","1",,
"Northern Cracksman","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","23","0","Doyle, Hollie","5.00","Ellison, B","121","51","12",,
"Patronage","15:50:00","2024-04-08","Newcastle","All Weather","Handicap","1m ","8","Standard","13","Class 6","17","0","Scott, Rowan","7.50","Tinkler, N","125","55","3",,
