racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","1st",,"Bingoo","0","Moffatt, James","7","Jones, Charlotte","3","165","1.75",,"119","4 mins 18.72s","258.72",,"0","16","1","National Hunt","0","0","3","0","3568","0","Novices Hurdle","tracked leaders, headway after 2 out, led home turn, pushed out run-in, challenged and ridden towards finish, just held on","1","None","Left Handed",,"27","7","Eastern Anthem (IRE)","Very Undulating","4901","Gelding","Its A Discovery (IRE)","Grand Plaisir (IRE)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","2nd","NK","Bella Bliss (IRE)","0","McConnell, John C","6","Hayes, Brian","0","161","7",,"116","4 mins 18.72s","258.72","0.15","0","16","2","National Hunt","0","0","3","0","3568","0","Novices Hurdle","prominent, pushed along home turn, chased leader approaching last where not fluent, ridden and rallied closing stages, just denied","4","None","Left Handed"," TT","22","12","Getaway (GER)","Very Undulating","2258","Mare","Izabelle Amie (IRE)","Croco Rouge (IRE)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","3rd","6.5","Harper Valley (IRE)","0","Menzies, Rebecca","6","Moscrop, Nathan","0","156","28",,"0","4 mins 18.72s","258.72","6.65","0","16","3","National Hunt","0","0","3","0","3568","0","Novices Hurdle","towards rear, mid-division 4th, pushed along and some headway 2 out, stayed on and took 3rd jumping last, not trouble front pair","5","None","Left Handed",,"18","1","Leading Light (IRE)","Very Undulating","1129","Gelding","Queen Of Cool (IRE)","Kings Theatre (IRE)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","4th","6","Eclair Dainay (FR)","0","Skelton, Daniel","9","Durrell, Mr T","5","158","1.5","(Fav)","127","4 mins 18.72s","258.72","12.65","0","16","4","National Hunt","0","0","3","0","3568","0","Novices Hurdle","led, pushed along and headed home turn, weakened before last","3","None","Left Handed","CkPc TT","14","17","Network (GER)","Very Undulating","565","Gelding","Etoile Dainay (FR)","Dom Alco (FR)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","5th","0.5","Hostile Hotelier (IRE)","0","Candlish, Jennie","5","Stones, Lewis","5","151","125",,"0","4 mins 18.72s","258.72","13.15","0","16","5","National Hunt","0","0","3","0","3568","0","Novices Hurdle","rear mid-division, plugged on from home turn for some late progress, never a factor","7","None","Left Handed",,"12","1","Doyen (IRE)","Very Undulating","0","Gelding","Fairyconomy (IRE)","Whitmores Conn (USA)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","6th","3.5","Izzy Bell","0","Barnes, M A","5","Dowson, Thomas","0","149","40",,"96","4 mins 18.72s","258.72","16.65","0","16","6","National Hunt","0","0","3","0","3568","0","Novices Hurdle","pressed leader, pushed along 2 out, weakened quickly before last","10","None","Left Handed"," TT","16","6","Eagle Top","Very Undulating","0","Mare","Urbane Bell","Courteous","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","7th","3.75","Henry Gray (IRE)","0","McCain Jnr, D","7","Gillard, Mr T","0","156","28",,"0","4 mins 18.72s","258.72","20.4","0","16","7","National Hunt","0","0","3","0","3568","0","Novices Hurdle","mid-division, well behind 2 out, never showed","6","None","Left Handed",,"119","2","Doyen (IRE)","Very Undulating","0","Gelding","Grays Anatomy (IRE)","Gothland (FR)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","8th","11","You Some Girl (IRE)","0","Menzies, Rebecca","6","Quinlan, Sean","0","149","20",,"0","4 mins 18.72s","258.72","31.4","0","16","8","National Hunt","0","0","3","0","3568","0","Novices Hurdle","always in rear","11","None","Left Handed","Hood","18","5","Dylan Thomas (IRE)","Very Undulating","0","Mare","Kallisti (IRE)","Kalanisi (IRE)","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","9th","6","Navigate West (IRE)","0","Smith, Mrs S J","5","Chapman, Ross","0","156","50",,"0","4 mins 18.72s","258.72","37.4","0","16","9","National Hunt","0","0","3","0","3568","0","Novices Hurdle","mid-division, reminders after 4th, well behind when mistake 3 out","9","None","Left Handed",,"16","4","Westerner","Very Undulating",,"Gelding","Onewayortheother (IRE)","Presenting","127",
"2023-04-24","13:40:00","Hexham","Hexham Racecourse Welcomes Racing To School National Hunt Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m ","4901","Soft","11","10th","0.5","Rock Hurley (FR)","0","McCain Jnr, D","5","Hughes, Brian","0","168","7",,"121","4 mins 18.72s","258.72","37.9","0","16","10","National Hunt","0","0","3","0","3568","0","Novices Hurdle","chased leaders, pushed along and outpaced after 2 out, soon beaten","2","None","Left Handed",,"30","1","Galiway","Very Undulating",,"Gelding","Thalie Hurley (FR)","Kouroun (FR)","127",
