racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2023-04-01","17:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"7f ","4004","Standard","5","1st",,"Vitralite (IRE)","6","Woods, S P C","7","Havlin, Robert","0","135","0.91","(Fav)","60","1 mins 25.29s","85.29",,"59","7","1","All Weather","0","0","2","0","1540","0","Handicap","held up in midfield, nudged along 3f out, soon pushed along, stayed into 3rd 2f out, led entering final furlong, always holding on","2","Inside","Left Handed",,"1029","6","Moohaajim (IRE)","Polytrack","4004",
"2023-04-01","17:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"7f ","4004","Standard","5","2nd","0.5","Okeanos (FR)","3","Furtado, Ivan","4","Morris, Luke","0","133","5",,"58","1 mins 25.29s","85.29","0.5","59","7","2","All Weather","0","0","2","0","1540","0","Handicap","prominent, pushed along over 2f out where pressed for lead, briefly led over 1f out where chased new leader, kept on inside final furlong, always held","4","Inside","Left Handed"," TT","19","4","War Front (USA)","Polytrack","1879",
"2023-04-01","17:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"7f ","4004","Standard","5","3rd","5.5","Ostilio","4","McEntee, P S","8","Gordon, Josephine","0","134","6",,"59","1 mins 25.29s","85.29","6","59","7","3","All Weather","0","0","2","0","1540","0","Handicap","led, ridden over 2f out where pressed for lead, soon headed, weakened entering final furlong","3","Inside","Left Handed",,"21","45","New Approach (IRE)","Polytrack","939",
"2023-04-01","17:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"7f ","4004","Standard","5","4th","NSE","Brazen Arrow","2","Dunnett, Mrs C A","5","Keenan, Darragh","0","123","3.5",,"48","1 mins 25.29s","85.29","6.03","59","7","4","All Weather","0","0","2","0","1540","0","Handicap","prominent, driven over 2f out, outpaced over 1f out, kept on same pace approaching final furlong","5","Inside","Left Handed","Blnk","15","30","Brazen Beau (AUS)","Polytrack","470",
"2023-04-01","17:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"7f ","4004","Standard","5","5th","17","Butterfly Island (IRE)","5","Bailey, Liam","4","Watson, Jason","0","137","28",,"62","1 mins 25.29s","85.29","23.03","59","7","5","All Weather","0","0","2","0","1540","0","Handicap","held up in detached last, ridden over 3f out, weakened over 1f out","1","Inside","Left Handed",,"157","16","Acclamation","Polytrack","234",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","1st",,"Boasty (IRE)","6","Furtado, Ivan","6","Ghiani, Marco","0","137","2.5","(Fav)","62","2 mins 7.62s","127.62",,"58","10","1","All Weather","0","0","2","0","2200","0","Handicap","edged left start, chased leader, led over 1f out, clear inside final furlong, comfortably","2","Inside","Left Handed","Vsor","19","38","Sir Prancealot (IRE)","Polytrack","4004",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","2nd","5","Persian Wolf (IRE)","5","McEntee, P S","5","Morris, Luke","0","125","7",,"50","2 mins 7.62s","127.62","5","58","10","2","All Weather","0","0","2","0","2200","0","Handicap","not much room start and slowly into stride, in rear, headway over 2f out, chased winner 1f out, no impression","7","Inside","Left Handed","Blnk","5","32","Slade Power (IRE)","Polytrack","1879",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","3rd","5","Scarborough Castle","2","Simcock, D M","6","Shepherd, Callum","0","134","5",,"59","2 mins 7.62s","127.62","10","58","10","3","All Weather","0","0","2","0","2200","0","Handicap","chased leaders, ridden and pressing for 2nd briefly over 1f out, no extra inside final furlong","3","Inside","Left Handed",,"18","23","Fastnet Rock (AUS)","Polytrack","939",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","4th","3.5","Villalobos (IRE)","1","Hodgson, Simon","4","Carver, William","3","130","4",,"58","2 mins 7.62s","127.62","13.5","58","10","4","All Weather","0","0","2","0","2200","0","Handicap","took keen hold, led, clear over 6f out until over 4f out, headed over 1f out, weakened inside final furlong","4","Inside","Left Handed","CkPc","25","12","Footstepsinthesand","Polytrack","470",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","5th","1.75","Sun Festival","7","Parr, Joseph","5","Bond, Alice","7","120","16",,"52","2 mins 7.62s","127.62","15.25","58","10","5","All Weather","0","0","2","0","2200","0","Handicap","slowly into stride, chased leaders on outside, lost place over 3f out, no impression and hanging left over 1f out","6","Inside","Left Handed","Vsor","21","22","Toronado (IRE)","Polytrack","234",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","6th","1","Lisdarragh (USA)","4","Coakley, D J","5","Bishop, Charles","0","133","12",,"58","2 mins 7.62s","127.62","16.25","58","10","6","All Weather","0","0","2","0","2200","0","Handicap","bumped start, held up towards rear, ridden and no impression over 1f out","5","Inside","Left Handed",,"135","18","Hit It A Bomb (USA)","Polytrack","0",
"2023-04-01","18:00:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","7","7th","17","Medrara","3","Fellowes, Charlie","4","Mortensen, Mikkel","7","130","3.5",,"62","2 mins 7.62s","127.62","33.25","58","10","7","All Weather","0","0","2","0","2200","0","Handicap","chased leaders on inside, pushed along 3f out, lost place over 2f out, soon behind","1","Inside","Left Handed"," TT","21","7","Lope De Vega (IRE)","Polytrack","0",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","1st",,"Crownthorpe","4","Brown, A D","8","Sexton, Ryan","3","131","6",,"75","1 mins 38.35s","98.35",,"74","8","1","All Weather","0","0","2","0","1760","0","Handicap",,"3","Inside","Left Handed","CkPc","17","64","Monsieur Bond (IRE)","Polytrack","5051",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","2nd","0.5","Hotspur Harry (IRE)","3","Eddery, Robert","6","Eddery, George","7","124","16",,"72","1 mins 38.35s","98.35","0.5","74","8","2","All Weather","0","0","2","0","1760","0","Handicap",,"6","Inside","Left Handed",,"196","29","Zoffany (IRE)","Polytrack","2370",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","3rd","HD","Prenup (IRE)","5","Chapple-Hyam, Jane","4","Ghiani, Marco","0","130","3.33","(CFav)","71","1 mins 38.35s","98.35","0.6","74","8","3","All Weather","0","0","2","0","1760","0","Handicap",,"7","Inside","Left Handed",,"26","9","Profitable (IRE)","Polytrack","1184",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","4th","4.25","One For The Frog (IRE)","1","Woods, S P C","4","Havlin, Robert","0","133","3.33","(CFav)","74","1 mins 38.35s","98.35","4.85","74","8","4","All Weather","0","0","2","0","1760","0","Handicap",,"4","Inside","Left Handed",,"124","3","Dabirsim (FR)","Polytrack","593",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","5th","0.5","Papa Stour (USA)","6","Williams, S C","8","Catton, Luke","5","130","14",,"76","1 mins 38.35s","98.35","5.35","74","8","5","All Weather","0","0","2","0","1760","0","Handicap",,"1","Inside","Left Handed","Hood","21","49","Scat Daddy (USA)","Polytrack","295",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","6th","1.5","Monteria (IRE)","7","Kittow, W S","5","Costello, Dougie","0","132","5",,"73","1 mins 38.35s","98.35","6.85","74","8","6","All Weather","0","0","2","0","1760","0","Handicap",,"5","Inside","Left Handed",,"178","5","Mehmas (IRE)","Polytrack","0",
"2023-04-01","18:30:00","Chelmsford City","Woodford Reserve Handicap","4yo+","Class 5",,"1m ","5051","Standard","7","7th","0.5","Sharvara","2","Watson, Archie","4","Morris, Luke","0","134","3.33","(CFav)","75","1 mins 38.35s","98.35","7.35","74","8","7","All Weather","0","0","2","0","1760","0","Handicap",,"2","Inside","Left Handed",,"19","7","Kingman","Polytrack","0",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","1st",,"Bold Act (IRE)","6","Appleby, Charlie","3","Davies, Harry","0","133","3.33",,"101","1 mins 37.23s","97.23",,"98","8","1","All Weather","0","0","3","0","1760","0","Non-Handicap","wore hood to post, held up off the pace in last pair, good headway on inside turning in, ridden chasing leaders over 1f out, ran on inside final furlong, led final 100 yards, gamely","2","Inside","Left Handed",,"191","4","New Approach (IRE)","Polytrack","51540",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","2nd","0.5","Brave Emperor (IRE)","3","Watson, Archie","3","Morris, Luke","0","133","6",,"101","1 mins 37.23s","97.23","0.5","98","8","2","All Weather","0","0","3","0","1760","0","Non-Handicap","tracked leaders in 5th going well, headway over 2f out, switched out turning in, led approaching final furlong, ridden and ran on gamely, headed and not pace of winner final 100 yards, kept on","3","Inside","Left Handed","Blnk","17","6","Sioux Nation (USA)","Polytrack","24170",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","3rd","0.5","Killybegs Warrior (IRE)","11","Johnston, Charlie","3","Norton, Francis","0","133","66",,"96","1 mins 37.23s","97.23","1","98","8","3","All Weather","0","0","3","0","1760","0","Non-Handicap","chased leaders out wide, pushed along when carried wide and bumped turning in, stayed on inside final furlong, not quite pace to challenge","6","Inside","Left Handed",,"17","6","Saxon Warrior (JPN)","Polytrack","12090",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","4th","1.25","Iconic Moment (IRE)","5","Tate, James","3","Watson, Jason","0","133","2.5","(Fav)","101","1 mins 37.23s","97.23","2.25","98","8","4","All Weather","0","0","3","0","1760","0","Non-Handicap","wore hood to post, slowly into stride, held up in 6th on inside, headway chasing leaders over 2f out, not clear run and switched left over 1f out, weakened final 100 yards","5","Inside","Left Handed",,"28","3","Harry Angel (IRE)","Polytrack","6040",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","5th","2.5","Alzahir (FR)","1","Gosden, John and Thady","3","Havlin, Robert","0","133","7",,"100","1 mins 37.23s","97.23","4.75","98","8","5","All Weather","0","0","3","0","1760","0","Non-Handicap","chased leaders on inside, went 2nd turning in, led over 1f out, soon ridden and headed, weakened quickly inside final furlong","1","Inside","Left Handed","Hood TT","17","5","Sea The Stars (IRE)","Polytrack","3020",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","6th","NK","Coco Jack (IRE)","4","Scott, George","3","Shepherd, Callum","0","133","20",,"95","1 mins 37.23s","97.23","4.9","98","8","6","All Weather","0","0","3","0","1760","0","Non-Handicap","wore hood to post, held up towards rear, pushed along and outpaced over 2f out, headway out wide over 1f out, never going pace to get involved","4","Inside","Left Handed",,"17","12","Wings Of Eagles (FR)","Polytrack","1510",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","7th","1","Stormy Entry (USA)","10","Browne, W P","3","Heffernan, J A","0","133","22",,"88","1 mins 37.23s","97.23","5.9","98","8","7","All Weather","0","0","3","0","1760","0","Non-Handicap","awkwardly away, behind most of way","9","Inside","Left Handed",,"29","4","Point Of Entry (USA)","Polytrack","0",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","8th","3.75","Physique (IRE)","7","Cole, P F I","3","Tabti, M","0","133","11",,"0","1 mins 37.23s","97.23","9.65","98","8","8","All Weather","0","0","3","0","1760","0","Non-Handicap","sweating, raced keenly, pressed leader, lost 2nd turning in, weakened quickly final furlong","8","Inside","Left Handed",,"155","2","Kingman","Polytrack","0",
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","9th","HD","Think Climate","2","Chapple-Hyam, Jane","3","Ghiani, Marco","0","133","7.5",,"89","1 mins 37.23s","97.23","9.75","98","8","9","All Weather","0","0","3","0","1760","0","Non-Handicap","went left start, raced keenly, led, pushed along over 2f out, ridden and headed over 1f out, weakened quickly final furlong, soon behind","11","Inside","Left Handed",,"116","3","Exceed And Excel (AUS)","Polytrack",,
"2023-04-01","19:00:00","Chelmsford City","Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)","3yo","Class 2",,"1m ","51540","Standard","10","10th","6.5","New Definition","9","Tate, James","3","Queally, T P","0","133","16",,"100","1 mins 37.23s","97.23","16.25","98","8","10","All Weather","0","0","3","0","1760","0","Non-Handicap","off the pace towards rear, pushed along and struggling in rear over 3f out","7","Inside","Left Handed",,"28","12","Invincible Spirit (IRE)","Polytrack",,
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","1st",,"Shalaa Asker","2","Keatley, Adrian Paul","5","Sexton, Ryan","3","131","1.38","(Fav)","79","1 mins 12.53s","72.53",,"77","6","1","All Weather","0","0","2","0","1320","0","Handicap","chased leader until before halfway, handy 3rd, went 2nd again 2f out, ridden to lead inside furlong, ran on","3","Centre","Left Handed",,"7","37","Shalaa (IRE)","Polytrack","6621",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","2nd","NK","Blackjack","3","Brown, A D","6","Bennett, Charlie","0","120","6",,"65","1 mins 12.53s","72.53","0.15","77","6","2","All Weather","0","0","2","0","1320","0","Handicap","led, ridden over 1f out, headed inside final furlong, kept on","7","Centre","Left Handed","Blnk","18","22","Sleeping Indian","Polytrack","3107",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","3rd","1.75","Em Jay Kay","7","McEntee, P S","4","Gordon, Josephine","0","125","9",,"70","1 mins 12.53s","72.53","1.9","77","6","3","All Weather","0","0","2","0","1320","0","Handicap","held up in rear, forced wide home turn, headway out wide over 1f out, ran on under pressure inside final furlong, never going pace of leading duo","5","Centre","Left Handed","Hood","50","10","Brazen Beau (AUS)","Polytrack","1552",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","4th","0.5","Impeach (IRE)","5","Allen, C N","5","Ghiani, Marco","0","134","6",,"79","1 mins 12.53s","72.53","2.4","77","6","4","All Weather","0","0","2","0","1320","0","Handicap","raced keenly, held up in 5th, headway out wide over 1f out, never going pace to reach leaders","2","Centre","Left Handed","Blnk TT","22","27","No Nay Never (USA)","Polytrack","777",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","5th","SH","Beyond Equal","6","Kittow, W S","8","Costello, Dougie","0","137","5.5",,"82","1 mins 12.53s","72.53","2.4499999999999997","77","6","5","All Weather","0","0","2","0","1320","0","Handicap","slowly into stride and went right start, off the pace in last pair, hung right on bend halfway, headway chasing leaders 2f out, ridden and no extra when lost two places towards finish","1","Centre","Left Handed",,"164","43","Kheleyf (USA)","Polytrack","387",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","6th","2.75","Concierge (IRE)","4","Attwater, M J","7","Currie, Nicola","0","123","14",,"68","1 mins 12.53s","72.53","5.2","77","6","6","All Weather","0","0","2","0","1320","0","Handicap","chased leaders out wide, went 2nd before halfway, pushed along and lost 2nd 2f out, chased leaders, ridden over 1f out, weakened soon after","6","Centre","Left Handed",,"24","53","Society Rock (IRE)","Polytrack","0",
"2023-04-01","19:30:00","Chelmsford City","Woodford Reserve Rye Handicap","4yo+","Class 4",,"6f ","6621","Standard","7","7th","1.75","Alafdhal (IRE)","1","McEntee, P S","5","Morris, Luke","0","132","10",,"77","1 mins 12.53s","72.53","6.95","77","6","7","All Weather","0","0","2","0","1320","0","Handicap","chased leaders on inside, weakening when hung left over 1f out, soon behind","4","Centre","Left Handed",,"16","28","Lope De Vega (IRE)","Polytrack","0",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","1st",,"Tallulah Myla (IRE)","3","Williams, S C","3","Ghiani, Marco","0","129","4.5",,"64","1 mins 12.13s","72.13",,"69","6","1","All Weather","0","0","3","0","1320","0","Handicap","quickly away, raced keenly, made all, came clear final furlong, ran on strongly, eased towards finish, unchallenged","7","Centre","Left Handed",,"126","3","Oasis Dream","Polytrack","5051",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","2nd","3.25","Ignac Lamar (IRE)","2","Millman, B R","3","Havlin, Robert","0","137","2.75","(Fav)","72","1 mins 12.13s","72.13","3.25","69","6","2","All Weather","0","0","3","0","1320","0","Handicap","raced keenly, chased leaders, ridden and went 2nd out wide over 1f out, stayed on inside final furlong, no chance with easy winner","1","Centre","Left Handed",,"24","15","Dandy Man (IRE)","Polytrack","2370",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","3rd","0.75","Pending Appeal","7","Hills, Charles","3","Shepherd, Callum","0","135","8",,"70","1 mins 12.13s","72.13","4","69","6","3","All Weather","0","0","3","0","1320","0","Handicap","wore hood to post, held up off the pace in last trio, headway chasing leaders turning in, ridden over 1f out, plugged on in 3rd inside final furlong, never any chance with winner","3","Centre","Left Handed",,"22","9","Lawman (FR)","Polytrack","1184",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","4th","0.5","Beautiful Eyes","4","Johnston, Charlie","3","Fanning, Joe","0","135","10",,"70","1 mins 12.13s","72.13","4.5","69","6","4","All Weather","0","0","3","0","1320","0","Handicap","held up in rear, headway over 1f out, plugged on between horses inside final furlong, never going pace to get involved","4","Centre","Left Handed",,"76","10","Bobbys Kitten (USA)","Polytrack","593",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","5th","1","Talamanca","6","Spencer, Richard","3","Keenan, Darragh","0","133","8",,"68","1 mins 12.13s","72.13","5.5","69","6","5","All Weather","0","0","3","0","1320","0","Handicap","chased leaders racing three wide, weakened final furlong","5","Centre","Left Handed","CkPc","31","12","Rajasinghe (IRE)","Polytrack","295",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","6th","0.75","Warminster","8","Ryan, J","3","Norton, Francis","0","135","6.5",,"70","1 mins 12.13s","72.13","6.25","69","6","6","All Weather","0","0","3","0","1320","0","Handicap","wore hood to post, went sharply right start, off the pace in last pair, ridden over 1f out, never a factor","2","Centre","Left Handed",,"38","5","Ardad (IRE)","Polytrack","0",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","7th","NK","Captain Wentworth","5","Butler, John","3","Morris, Luke","0","131","4",,"66","1 mins 12.13s","72.13","6.4","69","6","7","All Weather","0","0","3","0","1320","0","Handicap","wore hood to post, chased winner, pushed along over 2f out, ridden and lost 2nd over 1f out, weakened final furlong","6","Centre","Left Handed",,"149","5","Dark Angel (IRE)","Polytrack","0",
"2023-04-01","20:00:00","Chelmsford City","Caitlins Birthday Celebration Handicap","3yo","Class 5",,"6f ","5051","Standard","8","8th","5","Kanawha","1","Channon, Jack","3","Bishop, Charles","0","125","18",,"60","1 mins 12.13s","72.13","11.4","69","6","8","All Weather","0","0","3","0","1320","0","Handicap","chased leaders on inside, ridden and weakened over 1f out","8","Centre","Left Handed",,"113","8","Kodiac","Polytrack","0",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","1st",,"What Will Be (IRE)","3","Murphy, Olly","7","Fanning, Joe","0","135","6.5",,"60","3 mins 6.33s","186.33",,"60.5","14","1","All Weather","0","0","2","0","3080","0","Handicap","held up in 4th, pushed along and outpaced over 2f out, headway out wide and hung left over 1f out, led inside final furlong, stayed on well","4","Inside","Left Handed"," TT","15","23","Thewayyouare (USA)","Polytrack","4004",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","2nd","1","Smokey Malone","4","Feilden, Miss J","5","Hogan, D E","0","134","4.5",,"59","3 mins 6.33s","186.33","1","60.5","14","2","All Weather","0","0","2","0","3080","0","Handicap","tracked leader for 3f, handy 3rd, not much room on rail from over 1f out, squeezed through and stayed on inside final furlong, went 2nd final 100 yards, never going pace to challenge","5","Inside","Left Handed","Blnk","37","31","Outstrip","Polytrack","1879",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","3rd","1","Heath Rise","7","Simcock, D M","5","Shepherd, Callum","0","137","1","(Fav)","62","3 mins 6.33s","186.33","2","60.5","14","3","All Weather","0","0","2","0","3080","0","Handicap","held up in rear, good headway chasing leaders out wide over 2f out, led over 1f out, ridden and headed inside final furlong, no extra and lost 2nd final 100 yards","2","Inside","Left Handed",,"19","13","Gleneagles (IRE)","Polytrack","939",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","4th","3.25","Ask Peter (FR)","1","Johnston, Charlie","4","Young, Archie","7","128","28",,"61","3 mins 6.33s","186.33","5.25","60.5","14","4","All Weather","0","0","2","0","3080","0","Handicap","awkwardly away, held up in last pair, outpaced as pace lifted 3f out, ridden turning in, stayed on late, no threat","3","Inside","Left Handed",,"268","6","Jukebox Jury (IRE)","Polytrack","470",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","5th","0.5","Eye Knee","5","Kelleway, Miss Gay","5","Morris, Luke","0","137","12",,"62","3 mins 6.33s","186.33","5.75","60.5","14","5","All Weather","0","0","2","0","3080","0","Handicap","chased leaders, went 2nd after 3f, pushed along over 3f out, ridden hung left and lost 2nd inside final 2f, weakened final furlong","1","Inside","Left Handed","Hood TT","39","22","Territories (IRE)","Polytrack","234",
"2023-04-01","20:30:00","Chelmsford City","Ladies Day Handicap","4yo+","Class 6",,"1m6f ","4004","Standard","6","6th","1","Testing Faith","2","Williams, Ian","4","Costello, Dougie","0","131","4.5",,"57","3 mins 6.33s","186.33","6.75","60.5","14","6","All Weather","0","0","2","0","3080","0","Handicap","led until ridden and headed over 1f out, lost 2nd entering final furlong, weakened soon after","6","Inside","Left Handed",,"49","11","Time Test","Polytrack","0",
"2023-04-01","13:50:00","Doncaster","Pertemps Network EBF Brocklesby Stakes (Novice Stakes) (GBB Race)","2yo","Class 2",,"5f ","18039","Heavy","16","1st",,"Doddies Impact","11","Brisland, Robyn","2","Loughnane, Mr Billy","0","133","10",,"0","1 mins 5.90s","65.9",,"0","5","1","Flat","0","0","3","0","1103","0","Novices","prominent, ridden and every chance over 1f out, stayed on to lead close home","3","Centre","Straight",,"None","0","Pearl Secret","Slight Undulations","18039",
