racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","1st",,"You Some Boy (IRE)","0","Menzies, Rebecca","8","Anderson, Mr A","5","163","14",,"100","6 mins 10.15s","370.15",,"87","24.5","1","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","chased leader on inside, headway 3 out, ridden to challenge approaching 2 out, led last, stayed on well flat, always holding on","2","None","Left Handed",,"57","13","Dylan Thomas (IRE)","Flat","4225",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","2nd","1","My Strong Man (IRE)","0","Kirby, P A","7","Dowson, Thomas","0","143","6",,"75","6 mins 10.15s","370.15","1","87","24.5","2","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","led, ridden and hard pressed approaching 2 out, headed last, rallied flat, no reach winner","17","None","Left Handed","CkPc","15","19","Authorized (IRE)","Flat","1944",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","3rd","0.75","Paramaribo (IRE)","0","Jardine, I","5","Johnston, Dylan","7","145","6.5",,"84","6 mins 10.15s","370.15","1.75","87","24.5","3","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","mid-division on inside, headway tracking leaders 3 out, every chance 2 out when almost upsides, not fluent last, stayed on well flat","15","None","Left Handed","Vsor TT","19","9","Sea The Moon (GER)","Flat","972",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","4th","5","Shantou Moon (IRE)","0","Davidson, Tristan","6","Reed, Harry","0","159","2.25","(Fav)","91","6 mins 10.15s","370.15","6.75","87","24.5","4","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","mid-division, pushed along and outpaced home turn, kept on well approaching last, held on for 4th run-in","7","None","Left Handed","CkPc TT","21","6","Shantou (USA)","Flat","486",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","5th","HD","Maura Jeanne","0","Duncan, I A","6","Doyle, Alan","5","155","18",,"92","6 mins 10.15s","370.15","6.85","87","24.5","5","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","in rear, pushed along off pace home turn, strong late headway in 5th","6","None","Left Handed",,"9","13","Sulamani (IRE)","Flat","242",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","6th","3","Bolt Man","0","Duncan, I A","5","Mulqueen, S","0","154","20",,"86","6 mins 10.15s","370.15","9.85","87","24.5","6","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","prominent, hard ridden approaching 3 out, weakened approaching 2 out","12","None","Left Handed","CkPc","21","6","Millenary","Flat","0",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","7th","8","Journey West (IRE)","0","McBratney, C A","7","McGill, Mr O","7","160","40",,"99","6 mins 10.15s","370.15","17.85","87","24.5","7","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","always towards rear, never involved","3","None","Left Handed","Blnk TT","53","15","Westerner","Flat","0",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","8th","2","Jessiemac (IRE)","0","Duncan, I A","9","Thorne, Alexander","5","159","6",,"96","6 mins 10.15s","370.15","19.85","87","24.5","8","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","mid-division, headway under pressure 3 out, could not go pace of leaders 2 out, no extra last","4","None","Left Handed","CkPc TT","11","39","Sholokhov (IRE)","Flat","0",
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","9th","3","Your Place (IRE)","0","Russell, Miss Lucinda V","7","Wadge, P","7","141","8.5",,"80","6 mins 10.15s","370.15","22.85","87","24.5","9","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","mid-division out wide, pushed along and weakened from 4 out","16","None","Left Handed","Vsor","24","19","Scorpion (IRE)","Flat",,
"2023-03-10","13:30:00","Ayr","Bonus Codes At aceodds.com Handicap Hurdle","4yo+","Class 5",,"3m.5f ","4225","Good","11","10th","1.5","Master Of The Malt","0","Bourke, D F","7","Hughes, Brian","0","155","5.5",,"87","6 mins 10.15s","370.15","24.35","87","24.5","10","National Hunt","0","0","3","0","5350","84","Handicap Hurdle","chased leader, pushed along and weakened home turn","11","None","Left Handed",,"18","9","Yeats (IRE)","Flat",,
