racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","1st",,"Indian Landing (IRE)","3","Collins, Tracey","5","Smullen, P J","0","140","7",,"65","1 mins 24.58s","84.58",,"52.5","7","1","All Weather","9","3.874231658","3","3","1540","0","Handicap","soon tracked leaders, switched out to deliver a challenge from 2f out, on terms 1 1/2f out, in front 1f out, stayed on well inside final furlong to assert","1","None","Left Handed",,"129","11","Barathea (IRE)","Polytrack","3927",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","2nd","2.5","Black N Brew (USA)","4","McConnell, John C","7","OBrien, J P","0","133","4","(Fav)","58","1 mins 24.58s","84.58","2.5","52.5","7","2","All Weather","6.83577818838268","2.293871231","3","3","1540","0","Handicap","slowly into stride, in rear, headway on outer but not getting there from over 1f out, ran on well without troubling winner inside final furlong","3","None","Left Handed",,"7","48","Milwaukee Brew (USA)","Polytrack","911",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","3rd","NK","Sweet Annathea (IRE)","1","Cleary, Thomas","4","Cleary, R P","0","133","10",,"58","1 mins 24.58s","84.58","2.65","52.5","7","3","All Weather","15.0289233688731","4.50164165314455","3","3","1540","0","Handicap","soon mid-division, closer order travelling well over 2f out, no impression under pressure 1f out, kept on","4","None","Left Handed","Blnk","7","16","Barathea (IRE)","Polytrack","490",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","4th","SH","Doonard Prince (IRE)","9","Doyle, Miss Elizabeth","4","Cleere, M A","5","123","8",,"53","1 mins 24.58s","84.58","2.7","52.5","7","4","All Weather","9.4","3.96874311416905","3","3","1540","0","Handicap","towards rear, kept on without threatening under pressure from over 1f out","7","None","Left Handed",,"7","11","Footstepsinthesand","Polytrack","280",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","5th","NK","Indigo Iris (IRE)","6","McCourt, T G","4","Curtis, B A","0","132","16",,"57","1 mins 24.58s","84.58","2.85","52.5","7","5","All Weather","26.9817837831349","7.6","3","3","1540","0","Handicap","tracked leaders, challenged and on terms 1 1/2f out, no impression under pressure and kept on same pace from 1f out","5","None","Left Handed","Vsor","21","7","Choisir (AUS)","Polytrack","0",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","6th","NK","Pipers Choice (IRE)","14","Halford, M","5","Foley, Shane","0","122","9",,"47","1 mins 24.58s","84.58","3","52.5","7","6","All Weather","13.5","4.1","3","3","1540","0","Handicap","prominent, on terms over 2f out, headed and kept on same pace from over 1f out","14","None","Left Handed","CkPc","7","7","Choisir (AUS)","Polytrack","0",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","7th","0.5","Atlas Peak (IRE)","5","Carr, John G","8","Hoban, Connor","5","122","12",,"52","1 mins 24.58s","84.58","3.5","52.5","7","7","All Weather","21.298477447","5.108138549","3","3","1540","0","Handicap","rear of mid-division, 11th before halfway, kept on same pace under pressure without threatening from over 1f out","8","None","Left Handed","Blnk","7","52","Namid","Polytrack","0",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","8th","0.75","Richelieu","10","Lambe, J J","11","Brennan, I J","3","124","25",,"52","1 mins 24.58s","84.58","4.25","52.5","7","8","All Weather","65","14","3","3","1540","0","Handicap","towards rear, widest of all straight, kept on same pace under pressure without threatening from over 1f out","10","None","Left Handed","Blnk","7","72","Machiavellian (USA)","Polytrack","0",
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","9th","0.75","Dustland Fairytale (IRE)","8","McGlinchey, R","5","Heffernan, J A","0","127","12",,"52","1 mins 24.58s","84.58","5","52.5","7","9","All Weather","22","5.98406465223372","3","3","1540","0","Handicap","tracked leaders, switched towards outer from 2f out, soon no impression under pressure, kept on same pace","9","None","Left Handed",,"173","12","Noverre (USA)","Polytrack",,
"2013-02-22","18:20:00","Dundalk","Ladbrokes.com Handicap ","4yo+","Irish",,"7f ","3927","Standard","14","10th","0.75","Charismas Birthday (IRE)","7","Byrne, Philip Michael","5","Doyle, Joe","10","112","25",,"47","1 mins 24.58s","84.58","5.75","52.5","7","10","All Weather","73.1451559001359","18","3","3","1540","0","Handicap","soon led, joined over 2f out, dropped to close 4th 1 1/2f out, soon no impression, kept on same pace","13","None","Left Handed","Blnk","7","21","Choisir (AUS)","Polytrack",,
