racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","1st",,"Whisper (FR)","0","Henderson, N J","5","Tinkler, Andrew","0","162","0.44","(Fav)","132","5 mins 54.50s","354.5",,"0","20","1","National Hunt","1.56","1.08","3","3","4400","0","Novices Hurdle","mid-division, headway 3rd, led on bit 2 out, soon clear, very easily","2","None","Left Handed",,"22","3","Astarabad (USA)","Flat","3574",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","2nd","18","Rydon Pynes","0","Hill, M","5","Frost, Hadden","0","156","25",,"0","5 mins 54.50s","354.5","18","0","20","2","National Hunt","60","5.341705681","3","3","4400","0","Novices Hurdle","held up towards rear, headway approaching 4th, close up 2 out, no chance with with winner, stayed on same pace","8","None","Left Handed",,"23","5","Beat All (USA)","Flat","1049",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","3rd","10","Rocknrollrambo (IRE)","0","Middleton, A","6","Moloney, Paul","0","162","14",,"0","5 mins 54.50s","354.5","28","0","20","3","National Hunt","22.8011291655945","2.72","3","3","4400","0","Novices Hurdle","tracked leaders, bumped 1st, not fluent 6th, led after 4 out, headed when not fluent 2 out, no extra last","1","None","Left Handed",,"45","1","Winged Love (IRE)","Flat","525",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","4th","42","Un Ami (FR)","0","Williams, Nick","5","Brennan, P J","0","156","4",,"0","5 mins 54.50s","354.5","70","0","20","4","National Hunt","5.63574727653313","1.41","3","3","4400","0","Novices Hurdle","tracked leaders, not fluent 5th, weakened 2 out, tailed off","9","None","Left Handed",,"43","3","Dom Alco (FR)","Flat","262",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","5th","69","Lucky To Be Alive (IRE)","0","Bowen, P","6","Moore, Jamie","0","156","100",,"0","5 mins 54.50s","354.5","139","0","20","5","National Hunt","424.174764197352","32","3","3","4400","0","Novices Hurdle","held up towards rear, hampered 2nd, not fluent 3rd or 4th, headway before next, mistake 6th, weakened 4 out, tailed off","6","None","Left Handed",,"31","3","Presenting","Flat","0",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","6th","1.75","Dereks Red Ruby","0","Barber, Marc","5","Williams, Christian","0","149","100",,"0","5 mins 54.50s","354.5","140.75","0","20","6","National Hunt","579.545713759686","82.0879713132512","3","3","4400","0","Novices Hurdle","towards rear, hampered 1st, some headway after 4th, weakened 6th, tailed off","11","None","Left Handed",,"33","3","Kayf Tara","Flat","0",
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","F",,"Western Warhorse (IRE)","0","Pipe, D E","5","Scudamore, Tom","0","156","10",,"0","5 mins 54.50s","354.5",,"0","20","F","National Hunt","18.2314399845056","2.58","3","3","4400","0","Novices Hurdle","tracked leader, fell 2nd","10","None","Left Handed",,"None","0","Westerner","Flat",,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","PU",,"Gwili Spar","0","Bowen, P","5","Corbett, Patrick E","7","149","100",,"0","5 mins 54.50s","354.5",,"0","20","PU","National Hunt","920.521514072","71.7297152195443","3","3","4400","0","Novices Hurdle","mid-division, not fluent 3rd, ridden after next, lost touch and pulled up before 5th","3","None","Left Handed",,"39","1","Generosity","Flat",,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","PU",,"Road Show","0","Goldsworthy, W K","6","Devereux, Donal","3","153","100",,"0","5 mins 54.50s","354.5",,"0","20","PU","National Hunt","1000","94.1084334901767","3","3","4400","0","Novices Hurdle","prominent when hampered 1st, mid-division, struggling 3rd, pulled up before 6th","7","None","Left Handed","Blnk TT","116","3","Sadlers Wells (USA)","Flat",,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","PU",,"Kimora (IRE)","0","Barber, Marc","7","Johns, Alan","7","142","100",,"0","5 mins 54.50s","354.5",,"0","20","PU","National Hunt","1000","121.497892042414","3","3","4400","0","Novices Hurdle","in rear, badly hampered 1st and nearly unseated rider (great recovery), hampered next, lost touch approaching 5th, pulled up before 4 out","12","None","Left Handed"," TT","11","3","Bach (IRE)","Flat",,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","PU",,"Lecale Lad (IRE)","0","Vaughan, Tim","6","Johnson, Richard","0","156","12",,"0","5 mins 54.50s","354.5",,"0","20","PU","National Hunt","17","2.730352747","3","3","4400","0","Novices Hurdle","led, not fluent 2nd, clear 3rd until before 5th, headed after 4 out, weakened and pulled up before next","5","None","Left Handed",,"None","0","Revoque (IRE)","Flat",,
"2013-02-17","14:20:00","Ffos Las","E.B.F./Sun Trade Windows National Hunt Novices Hurdle  (Qualifier)","4-7yo","Class 4",,"2m4f ","3574","Heavy","12","UR",,"Just Basil","0","Llewellyn, B J","6","Fahy, D P","0","156","100",,"0","5 mins 54.50s","354.5",,"0","20","UR","National Hunt","1000","157.384764178315","3","3","4400","0","Novices Hurdle","stumbled badly and unseated rider 1st","4","None","Left Handed",,"15","1","Kayf Tara","Flat",,
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","1st",,"Material Boy","0","Williams, Nick","6","Jacob, Daryl","0","157","4",,"101","7 mins 20.90s","440.9",,"101","24","1","National Hunt","5.72226724537952","1.76527267055733","2","3","5280","0","Handicap Novices Chase","made virtually all, not fluent 11th, hit 2 out, clear last, ridden out","5","None","Left Handed","Vsor TT","8","8","Karinga Bay","Flat","3861",
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","2nd","24","Derwen Pryde","0","Bowen, P","9","Moore, Jamie","0","145","6",,"89","7 mins 20.90s","440.9","24","101","24","2","National Hunt","8.8","2.26","2","3","5280","0","Handicap Novices Chase","held up, hit 5th, ridden and headway 9th, mistake 2 out, no impression on winner last","7","None","Left Handed","CkPc TT","40","15","Hazaaf (USA)","Flat","1199",
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","3rd","77","Callhimwhatyouwant (IRE)","0","Newland, Dr R D P","8","Ward, Christopher","7","154","4.5",,"105","7 mins 20.90s","440.9","101","101","24","3","National Hunt","6.8","2.12","2","3","5280","0","Handicap Novices Chase","not always fluent and jumped left, tracked leaders, went 2nd 8th, mistake and weakened 3 out","3","None","Left Handed",,"53","4","Old Vic","Flat","646",
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","PU",,"Orange Nassau (FR)","0","Longsdon, C E","7","Fehily, Noel","0","166","1.25","(Fav)","110","7 mins 20.90s","440.9",,"101","24","PU","National Hunt","2.46246472015213","1.329603434","2","3","5280","0","Handicap Novices Chase","led until 1st, tracked winner until 8th, reminder 11th, weakened 5 out, pulled up before 4 out","2","None","Left Handed",,"33","1","Martaline","Flat",,
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","PU",,"Sapphire Rouge (IRE)","0","Mullins, J W","7","Thornton, Andrew","0","153","20",,"97","7 mins 20.90s","440.9",,"101","24","PU","National Hunt","27.1093186573176","5.2","2","3","5280","0","Handicap Novices Chase","chased leaders on inside, lost place 4th, mistake 7th, jumped slowly and lost touch next, pulled up before 9th","6","None","Left Handed","CkPc","43","22","Alderbrook","Flat",,
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","PU",,"Kenaleck (GER)","0","Barber, Marc","9","Poste, Ben J","7","133","33",,"84","7 mins 20.90s","440.9",,"101","24","PU","National Hunt","62.405169305","9.8","2","3","5280","0","Handicap Novices Chase","chased leaders on outside, not fluent 7th, ridden and weakening when pulled up before 9th","8","None","Left Handed","CkPc TT","33","14","Urban Ocean (FR)","Flat",,
"2013-02-17","14:50:00","Ffos Las","Braceys The Friendly Builders Merchant Novices Handicap Chase ","5yo+","Class 4",,"3m ","3861","Heavy","7","REF",,"Russian Song (IRE)","0","Tizzard, C L","9","Legg, Michael","7","151","6",,"102","7 mins 20.90s","440.9",,"101","24","REF","National Hunt","9.240098014","2.19508498379029","2","3","5280","0","Handicap Novices Chase","soon ridden along towards rear, in touch in 4th and driven 5 out, weakened next, pressing for poor 3rd when refused last","4","None","Left Handed","Blnk TT","17","20","Moscow Society (USA)","Flat",,
